phylum,class,order,family,genus,range_min,range_max,extinct,t_occurrences,e_occurrences,species,geoplates,tiering,motility,feeding,protein,reproduction,mineralogy,physiology
Brachiopoda,Rhynchonellata,Athyridida,Athyrididae,Himathyris,252.17,259.9,1,5,1,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Athyridida,Athyrididae,Janiceps,252.17,259.9,1,24,20,7,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Athyridida,Athyrididae,Juxathyris,252.17,265.1,1,104,72,7,3,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Athyridida,Athyrididae,Pinegathyris,252.17,259.9,1,3,1,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Athyridida,Athyrididae,Rectambitus,252.17,259.9,1,6,5,3,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Athyridida,Athyrididae,Septospirigerella,252.17,265.1,1,44,3,1,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Athyridida,Athyrididae,Spirigerella,252.17,268.8,1,775,220,13,3,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Athyridida,Athyrididae,Tarimathyris,252.17,254.17,1,8,8,2,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Athyridida,Athyrididae,Tongzithyris,252.17,259.9,1,9,8,4,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Athyridida,Athyrididae,Transcaucasathyris,252.17,265.1,1,168,54,4,3,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Athyridida,Neoretziidae,Hustedia,252.17,268.8,1,264,44,9,6,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Camerenteletes,252.17,254.17,1,4,4,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Enteletella,252.17,254.17,1,2,2,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Enteletes,252.17,265.1,1,139,64,16,6,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Enteletina,252.17,268.8,1,14,2,2,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Peltichia,252.17,265.1,1,102,78,6,5,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Orthida,Rhipidomellidae,Rhipidomella,252.17,265.1,1,20,10,4,4,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Orthida,Schizophoriidae,Acosarina,251.3,272.3,0,221,113,5,7,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Orthida,Schizophoriidae,Kotlaia,251.3,265.1,0,13,6,1,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Orthida,Schizophoriidae,Orthotichia,252.17,268.8,1,47,7,5,5,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Allorhynchidae,Allorhynchus,252.17,265.1,1,23,3,2,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Allorhynchidae,Gerassimovia,252.17,254.17,1,6,6,3,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Allorhynchidae,Pseudowellerella,252.17,259.9,1,7,4,1,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Allorhynchidae,Terebratuloidea,251.3,265.1,0,164,15,5,3,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Allorhynchidae,Wairakiella,252.17,259.9,1,9,7,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,NO_FAMILY_SPECIFIED,Pseudopugnax,252.17,254.17,1,2,2,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Pontisiidae,Prelissorhynchia,251.3,265.1,0,167,128,4,5,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Pontisiidae,Wellerellina,252.17,259.9,1,11,10,3,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Psilocamaridae,Bicamella,252.17,265.1,1,8,1,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Psilocamaridae,Camarophorinella,252.17,254.17,1,7,7,4,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Psilocamaridae,Chivatschella,252.17,254.17,1,2,2,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Psilocamaridae,Cyrolexis,252.17,265.1,1,32,6,3,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Psilocamaridae,Goleomixa,252.17,254.17,1,1,1,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Psilocamaridae,Hybostenoscisma,252.17,259.9,1,9,5,2,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Psilocamaridae,Neopsilocamara,252.17,259.9,1,2,1,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Rhynchoporidae,Rhynchopora,252.17,268.8,1,81,3,3,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Stenoscismatidae,Coledium,252.17,272.3,1,17,3,2,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Stenoscismatidae,Stenoscisma,252.17,272.3,1,305,19,8,4,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Wellerellidae,Anchorhynchia,252.17,265.1,1,48,37,3,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Wellerellidae,Ancorhynchia,252.17,254.17,1,5,5,2,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Wellerellidae,Glyptorhynchia,252.17,259.9,1,9,8,1,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Wellerellidae,Plekonella,252.17,265.1,1,29,8,2,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Wellerellidae,Tautosia,252.17,265.1,1,48,4,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Wellerellidae,Uncinunellina,252.17,268.8,1,136,66,6,3,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Rhynchonellida,Wellerellidae,Wellerella,252.17,268.8,1,25,6,2,4,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Ambocoeliidae,Attenuatella,252.17,268.8,1,43,19,5,6,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Ambocoeliidae,Cruricella,252.17,265.1,1,7,5,1,3,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Ambocoeliidae,Crurithyris,251.3,268.8,0,54,32,5,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Ambocoeliidae,Orbicoelia,251.3,268.8,0,90,47,7,5,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Ambocoeliidae,Paracrurithyris,251.3,254.17,0,105,90,1,5,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Ambocoeliidae,Speciothyris,251.3,265.1,0,69,42,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Brachythyrididae,Pustuloplica,252.17,254.17,1,1,1,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Choristitidae,Alphaneospirifer,252.17,265.1,1,21,14,3,3,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Choristitidae,Choristitella,252.17,268.8,1,15,4,1,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Choristitidae,Semibrachythyrina,252.17,259.9,1,3,2,1,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Elythidae,Permophricodothyris,252.17,265.1,1,339,115,13,6,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Elythidae,Phricodothyris,252.17,268.8,1,68,21,6,5,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Elythidae,Squamularia,252.17,265.1,1,11,4,3,3,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Ingelarellidae,Ambikella,252.17,259.9,1,16,14,4,3,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Ingelarellidae,Fredericksia,252.17,259.9,1,1,1,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Ingelarellidae,Ingelarella,252.17,265.1,1,78,2,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Ingelarellidae,Martiniopsis,252.17,268.8,1,24,10,4,4,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Ingelarellidae,Notospirifer,252.17,268.8,1,26,1,1,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Ingelarellidae,Tomiopsis,252.17,268.8,1,23,1,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Martiniidae,Ladoliplica,252.17,254.17,1,2,2,2,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Martiniidae,Martinia,251.3,268.8,0,271,70,24,7,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Martiniidae,Spinomartinia,252.17,259.9,1,4,3,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Martiniidae,Tiramnia,252.17,259.9,1,8,2,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Micromartiniidae,Micromartinia,252.17,254.17,1,6,6,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Spiriferellidae,Arcullina,252.17,265.1,1,32,27,3,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Spiriferellidae,Elivina,252.17,265.1,1,11,1,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Spiriferellidae,Nakimusiella,252.17,254.17,1,4,4,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Spiriferellidae,Spiriferella,252.17,272.3,1,196,59,5,5,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Strophopleuridae,Pteroplecta,252.17,268.8,1,25,23,2,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Trigonotretidae,Aperispirifer,252.17,265.1,1,46,12,1,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Trigonotretidae,Betaneospirifer,252.17,268.8,1,224,78,5,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Trigonotretidae,Blasispirifer,252.17,268.8,1,29,4,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Trigonotretidae,Cartorhium,252.17,265.1,1,19,3,2,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Trigonotretidae,Crassispirifer,252.17,272.3,1,9,3,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Trigonotretidae,Fusispirifer,252.17,259.9,1,39,22,4,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Trigonotretidae,Neospirifer,252.17,268.8,1,28,3,3,5,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Trigonotretidae,Pondospirifer,252.17,259.9,1,9,8,2,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Trigonotretidae,Quadrospira,252.17,265.1,1,12,4,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Trigonotretidae,Simplicisulcus,252.17,259.9,1,11,2,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Trigonotretidae,Trigonotreta,252.17,259.9,1,7,3,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferida,Trigonotretidae,Wadispirifer,252.17,268.8,1,17,4,2,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferinida,Cyrtinidae,Licharewina,252.17,259.9,1,6,4,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferinida,Laballidae,Eolaballa,252.17,254.17,1,1,1,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferinida,Paraspiriferinidae,Callispirina,252.17,268.8,1,57,9,2,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferinida,Paraspiriferinidae,Paraspiriferina,252.17,268.8,1,169,22,3,3,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferinida,Paraspiriferinidae,Yaonoiella,252.17,254.17,1,3,3,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferinida,Pennospiriferinidae,Xestotrema,252.17,265.1,1,124,2,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferinida,Punctospiriferidae,Punctospirifer,252.17,268.8,1,2,1,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferinida,Reticulariinidae,Reticulariina,252.17,268.8,1,33,8,2,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferinida,Spiriferellinidae,Crenispirifer,252.17,265.1,1,65,16,2,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferinida,Spiriferellinidae,Spiriferellina,252.17,268.8,1,199,6,3,3,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferinida,Spiriferellinidae,Sulcispiriferina,252.17,254.17,1,4,4,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferinida,Spiriferinidae,Spiriferina,163.5,265.1,0,166,1,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Spiriferinida,Syringothyrididae,Syrella,252.17,254.17,1,11,11,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Terebratulida,Beecheriidae,Hoskingia,252.17,259.9,1,31,19,2,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Terebratulida,Dielasmatidae,Amygdalocosta,252.17,259.9,1,6,3,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Terebratulida,Dielasmatidae,Dielasma,252.17,268.8,1,188,15,10,8,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Terebratulida,Dielasmatidae,Dielasmina,252.17,265.1,1,50,2,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Terebratulida,Dielasmatidae,Whitspakia,252.17,265.1,1,86,13,3,3,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Terebratulida,Gillediidae,Hemiptychina,252.17,268.8,1,231,21,6,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Terebratulida,Gillediidae,Maorielasma,252.17,265.1,1,42,3,1,3,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Terebratulida,Gillediidae,Omanilasma,252.17,265.1,1,5,1,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Terebratulida,Gillediidae,Sichuanothyris,252.17,254.17,1,1,1,1,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Terebratulida,Heterelasminidae,Chuanyanella,252.17,254.17,1,3,3,2,1,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
Brachiopoda,Rhynchonellata,Terebratulida,Heterelasminidae,Gundarolasmina,252.17,265.1,1,24,4,2,2,epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load
